name,qtrly,shares,amount,net,xdate,paiddate,cost_amt,pct,actual
AIMIRT,0.2867,10000,2867.0,2580.3,2024-05-27,2024-06-13,110000.0,2.35,1
CPNREIT,0.3618,60000,21708.0,19537.2,2024-04-30,2024-05-17,1053000.0,1.86,1
DIF,0.2222,30000,6666.0,5999.4,2024-05-14,2024-06-07,441000.0,1.36,1
GVREIT,0.1915,66000,12639.0,11375.1,2024-02-27,2024-03-13,511500.0,2.22,1
IVL,0.175,7200,1260.0,1134.0,2024-05-24,2024-06-12,288000.0,0.39,1
TFFIF,0.1032,20000,2064.0,1857.6,2024-03-06,2024-03-20,150000.0,1.24,1
WHAIR,0.1369,50000,6845.0,6160.5,2024-03-04,2024-03-29,435000.0,1.42,1
WHART,0.1915,25000,4787.5,4308.75,2024-05-21,2024-06-07,290000.0,1.49,1
