Symbol,Date,Trading-Sign,Last,Change,%Change,Open,High,Low,TR-Volume,TR-Value-(k),Total-Volume,Total-Value-(k),Bid-Size,Bid,Offer,Offer-Size,Sector,Volume,Value,Unnamed:-8,Unnamed:-9,Unnamed:-10,Unnamed:-11,Unnamed:-12,Unnamed:-13,Unnamed:-14,Unnamed:-15,Market,SET,Industry,-Property-&-Construction,Property-Fund-&-REITs,Unnamed:-6,Unnamed:-7,-Services,Transportation-&-Logistics,-Technology,Information-&-Communication-Technology
PM,2023-02-01,-,9.65,-0.05,-0.5154639175257731,9.7,9.8,9.65,0.0,0.0,69126.0,670.2218,33200.0,9.65,9.7,17000.0,,,,,,,,,,,,,,,,,,,,,,
PR9,2023-02-01,-,20.1,-0.2,-0.9852216748768473,20.3,20.4,19.9,0.0,0.0,1072327.0,21587.872600000002,70300.0,20.0,20.1,13500.0,,,,,,,,,,,,,,,,,,,,,,
PRIME,2023-02-01,-,1.54,0.02,1.3157894736842106,1.53,1.58,1.52,0.0,0.0,4968921.0,7700.28727,42700.0,1.54,1.55,429500.0,,,,,,,,,,,,,,,,,,,,,,
PRM,2023-02-01,-,7.85,-0.05,-0.6329113924050633,7.85,7.9,7.75,0.0,0.0,4693736.0,36638.70415,898300.0,7.8,7.85,316000.0,,,,,,,,,,,,,,,,,,,,,,
PSH,2023-02-01,-,13.3,0.1,0.7575757575757576,13.2,13.4,13.2,0.0,0.0,1136941.0,15063.1458,113200.0,13.2,13.3,253700.0,,,,,,,,,,,,,,,,,,,,,,
PSL,2023-02-01,-,16.4,0.0,0.0,16.5,16.5,16.3,0.0,0.0,3052240.0,50214.73,994600.0,16.3,16.4,706400.0,,,,,,,,,,,,,,,,,,,,,,
PTG,2023-02-01,-,13.4,-0.2,-1.4705882352941178,13.6,13.6,13.3,0.0,0.0,6698511.0,90015.2052,3736800.0,13.3,13.4,1154600.0,,,,,,,,,,,,,,,,,,,,,,
PTT,2023-02-01,-,33.0,-0.25,-0.7518796992481203,33.0,33.25,33.0,0.0,0.0,8387998.0,277431.51825,18314600.0,33.0,33.25,10333500.0,,,,,,,,,,,,,,,,,,,,,,
PTTEP,2023-02-01,-,170.0,-3.0,-1.7341040462427746,172.5,173.0,169.0,0.0,0.0,14079138.0,2403291.7055,451300.0,169.5,170.0,777200.0,,,,,,,,,,,,,,,,,,,,,,
PTTGC,2023-02-01,-,49.75,-0.25,-0.5,50.25,50.25,49.5,0.0,0.0,5630196.0,281024.8945,889000.0,49.75,50.0,618900.0,,,,,,,,,,,,,,,,,,,,,,
PYLON,2023-02-01,-,4.4,0.08,1.8518518518518519,4.32,4.4,4.32,0.0,0.0,253280.0,1101.2703999999999,9000.0,4.38,4.4,28500.0,,,,,,,,,,,,,,,,,,,,,,
QH,2023-02-01,-,2.36,0.0,0.0,2.36,2.38,2.36,0.0,0.0,1966225.0,4660.97708,15191300.0,2.36,2.38,19302700.0,,,,,,,,,,,,,,,,,,,,,,
RABBIT,2023-02-01,-,1.23,0.01,0.819672131147541,1.22,1.25,1.22,0.0,0.0,13532607.0,16660.47818,2010900.0,1.22,1.23,560600.0,,,,,,,,,,,,,,,,,,,,,,
RAM,2023-02-01,-,54.5,0.5,0.9259259259259259,54.25,54.5,54.25,0.0,0.0,84300.0,4578.6305,30700.0,54.25,54.5,29900.0,,,,,,,,,,,,,,,,,,,,,,
RATCH,2023-02-01,-,43.0,0.0,0.0,43.25,43.5,42.75,0.0,0.0,1777998.0,76484.86275,644100.0,42.75,43.0,259000.0,,,,,,,,,,,,,,,,,,,,,,
RBF,2023-02-01,-,13.0,0.1,0.7751937984496124,12.9,13.2,12.8,0.0,0.0,2868324.0,37293.4555,244000.0,12.9,13.0,163700.0,,,,,,,,,,,,,,,,,,,,,,
RCL,2023-02-01,-,30.5,-0.25,-0.8130081300813008,30.75,30.75,30.0,0.0,0.0,4044601.0,122868.26375,234200.0,30.25,30.5,496100.0,,,,,,,,,,,,,,,,,,,,,,
RJH,2023-02-01,-,30.5,0.0,0.0,30.5,30.75,30.25,0.0,0.0,180662.0,5513.8995,100700.0,30.5,30.75,69100.0,,,,,,,,,,,,,,,,,,,,,,
RML,2023-02-01,-,0.73,0.0,0.0,0.74,0.74,0.73,0.0,0.0,554700.0,408.34,3239800.0,0.73,0.74,1694500.0,,,,,,,,,,,,,,,,,,,,,,
ROJNA,2023-02-01,-,6.4,0.25,4.065040650406504,6.35,6.55,6.3,0.0,0.0,10678993.0,68555.73240000001,101400.0,6.4,6.45,34400.0,,,,,,,,,,,,,,,,,,,,,,
RPH,2023-02-01,-,6.35,0.0,0.0,6.35,6.4,6.3,0.0,0.0,274270.0,1741.4258,356400.0,6.3,6.35,21800.0,,,,,,,,,,,,,,,,,,,,,,
RS,2023-02-01,-,16.8,0.1,0.5988023952095808,16.7,16.9,16.6,0.0,0.0,7940858.0,132851.3736,404900.0,16.7,16.8,230000.0,,,,,,,,,,,,,,,,,,,,,,
S,2023-02-01,-,2.06,0.04,1.9801980198019802,2.02,2.08,2.0,0.0,0.0,15075136.0,30729.982379999998,42800.0,2.04,2.06,1962300.0,,,,,,,,,,,,,,,,,,,,,,
S11,2023-02-01,-,5.25,0.0,0.0,5.25,5.25,5.2,0.0,0.0,59501.0,309.88025,78300.0,5.2,5.25,100.0,,,,,,,,,,,,,,,,,,,,,,
SABINA,2023-02-01,-,26.0,0.0,0.0,26.0,26.25,25.5,0.0,0.0,1121569.0,29045.6095,84400.0,25.75,26.0,196100.0,,,,,,,,,,,,,,,,,,,,,,
SABUY,2023-02-01,-,12.8,0.1,0.7874015748031497,12.8,13.0,12.7,0.0,0.0,11013059.0,141863.5607,1696800.0,12.7,12.8,459300.0,,,,,,,,,,,,,,,,,,,,,,
SAK,2023-02-01,-,6.95,0.65,10.317460317460318,6.3,7.05,6.3,0.0,0.0,18069662.0,122511.23805,348600.0,6.95,7.0,323200.0,,,,,,,,,,,,,,,,,,,,,,
SAMART,2023-02-01,-,5.55,0.1,1.834862385321101,5.45,5.55,5.45,0.0,0.0,942700.0,5178.49,176600.0,5.5,5.55,623700.0,,,,,,,,,,,,,,,,,,,,,,
SAPPE,2023-02-01,-,46.75,0.0,0.0,46.75,47.25,46.25,0.0,0.0,150800.0,7050.425,40500.0,46.5,46.75,10700.0,,,,,,,,,,,,,,,,,,,,,,
SAT,2023-02-01,-,21.5,0.0,0.0,21.6,21.6,21.3,0.0,0.0,475851.0,10213.394400000001,135300.0,21.4,21.5,76400.0,,,,,,,,,,,,,,,,,,,,,,
SAWAD,2023-02-01,-,57.5,1.5,2.6785714285714284,56.25,57.75,56.0,0.0,0.0,15710238.0,894934.011,377100.0,57.25,57.5,444100.0,,,,,,,,,,,,,,,,,,,,,,
SC,2023-02-01,-,4.64,-0.08,-1.694915254237288,4.74,4.76,4.62,0.0,0.0,7201309.0,33621.763159999995,800200.0,4.62,4.64,119700.0,,,,,,,,,,,,,,,,,,,,,,
SCB,2023-02-01,-,105.5,0.0,0.0,105.5,106.0,105.0,0.0,0.0,3257258.0,343783.0585,1498500.0,105.0,105.5,697000.0,,,,,,,,,,,,,,,,,,,,,,
SCC,2023-02-01,-,338.0,-4.0,-1.1695906432748537,343.0,343.0,338.0,0.0,0.0,800032.0,271747.09,134300.0,338.0,339.0,70700.0,,,,,,,,,,,,,,,,,,,,,,
SCCC,2023-02-01,-,159.5,-1.0,-0.6230529595015576,160.5,161.0,159.5,0.0,0.0,34688.0,5556.833,31900.0,159.5,160.0,33100.0,,,,,,,,,,,,,,,,,,,,,,
SCGP,2023-02-01,-,53.5,0.0,0.0,54.0,54.0,53.0,0.0,0.0,5296675.0,283347.5425,984800.0,53.25,53.5,759000.0,,,,,,,,,,,,,,,,,,,,,,
SCM,2023-02-01,-,5.85,-0.05,-0.847457627118644,5.95,5.95,5.85,0.0,0.0,45900.0,270.67,26400.0,5.85,5.9,26400.0,,,,,,,,,,,,,,,,,,,,,,
SENA,2023-02-01,-,4.0,0.04,1.0101010101010102,3.96,4.02,3.96,0.0,0.0,1747102.0,6958.39318,76700.0,4.0,4.02,340700.0,,,,,,,,,,,,,,,,,,,,,,
SHR,2023-02-01,-,4.44,0.04,0.9090909090909091,4.4,4.44,4.38,0.0,0.0,5140346.0,22716.395660000002,699800.0,4.42,4.44,616600.0,,,,,,,,,,,,,,,,,,,,,,
SINGER,2023-02-01,-,28.5,0.0,0.0,29.0,29.25,28.25,0.0,0.0,6300235.0,180466.112,465300.0,28.25,28.5,150300.0,,,,,,,,,,,,,,,,,,,,,,
SIRI,2023-02-01,-,1.86,-0.05,-2.6178010471204187,1.92,1.92,1.85,0.0,0.0,234475935.0,440908.30786,8751200.0,1.86,1.87,9496800.0,,,,,,,,,,,,,,,,,,,,,,
SIS,2023-02-01,-,27.0,0.0,0.0,27.0,27.5,26.75,0.0,0.0,166600.0,4508.35,84600.0,26.75,27.0,26700.0,,,,,,,,,,,,,,,,,,,,,,
SITHAI,2023-02-01,-,1.72,-0.02,-1.1494252873563218,1.75,1.75,1.71,0.0,0.0,13875541.0,23888.87453,252200.0,1.71,1.72,493800.0,,,,,,,,,,,,,,,,,,,,,,
SKN,2023-02-01,-,5.3,-0.05,-0.9345794392523364,5.3,5.4,5.25,0.0,0.0,87501.0,464.10035,1700.0,5.3,5.35,56500.0,,,,,,,,,,,,,,,,,,,,,,
SKY,2023-02-01,-,21.9,0.8,3.7914691943127963,21.0,22.3,20.8,0.0,0.0,5683788.0,123638.3881,94700.0,21.9,22.0,101200.0,,,,,,,,,,,,,,,,,,,,,,
SMPC,2023-02-01,-,13.4,0.1,0.7518796992481203,13.3,13.4,13.2,0.0,0.0,405166.0,5389.6944,132300.0,13.3,13.4,83100.0,,,,,,,,,,,,,,,,,,,,,,
SMT,2023-02-01,-,5.5,0.25,4.761904761904762,5.35,5.7,5.35,0.0,0.0,18908249.0,105407.9672,190400.0,5.5,5.55,272900.0,,,,,,,,,,,,,,,,,,,,,,
SNC,2023-02-01,-,14.5,0.0,0.0,14.5,14.6,14.4,0.0,0.0,288200.0,4174.4,215400.0,14.4,14.5,41400.0,,,,,,,,,,,,,,,,,,,,,,
SO,2023-02-01,-,9.55,-0.05,-0.5208333333333334,9.6,9.6,9.5,0.0,0.0,114758.0,1097.3756,3800.0,9.55,9.6,45000.0,,,,,,,,,,,,,,,,,,,,,,
SPALI,2023-02-01,-,24.3,0.2,0.8298755186721992,24.2,24.6,24.1,0.0,0.0,6513938.0,158627.7214,667900.0,24.2,24.3,432900.0,,,,,,,,,,,,,,,,,,,,,,
SPCG,2023-02-01,-,14.6,-0.1,-0.6802721088435374,14.6,14.7,14.5,0.0,0.0,319405.0,4662.6833,13100.0,14.6,14.7,106400.0,,,,,,,,,,,,,,,,,,,,,,
SPRC,2023-02-01,-,11.3,-0.2,-1.7391304347826086,11.5,11.6,11.1,0.0,0.0,23754273.0,268277.22980000003,1313500.0,11.3,11.4,1711400.0,,,,,,,,,,,,,,,,,,,,,,
SRICHA,2023-02-01,-,9.7,0.2,2.1052631578947367,9.6,10.1,9.6,0.0,0.0,599400.0,5875.6,74100.0,9.65,9.7,200.0,,,,,,,,,,,,,,,,,,,,,,
SSP,2023-02-01,-,10.1,-0.1,-0.9803921568627451,10.1,10.3,10.1,0.0,0.0,974050.0,9908.90165,515400.0,10.0,10.1,166200.0,,,,,,,,,,,,,,,,,,,,,,
STA,2023-02-01,-,22.6,0.6,2.727272727272727,22.0,22.6,21.9,0.0,0.0,5843701.0,130609.1596,235300.0,22.5,22.6,313700.0,,,,,,,,,,,,,,,,,,,,,,
STANLY,2023-02-01,-,188.5,-0.5,-0.26455026455026454,189.0,189.0,187.0,0.0,0.0,8540.0,1604.183,1100.0,188.0,188.5,800.0,,,,,,,,,,,,,,,,,,,,,,
STARK,2023-02-01,-,3.02,-0.02,-0.6578947368421053,3.04,3.04,3.0,0.0,0.0,19156548.0,57877.14934,4524500.0,3.0,3.02,2700100.0,,,,,,,,,,,,,,,,,,,,,,
STGT,2023-02-01,-,11.3,0.8,7.619047619047619,10.6,11.4,10.6,0.0,0.0,24374529.0,269310.2005,574200.0,11.2,11.3,747400.0,,,,,,,,,,,,,,,,,,,,,,
STPI,2023-02-01,-,5.5,-0.05,-0.9009009009009009,5.55,5.7,5.45,0.0,0.0,10401930.0,57993.27525,804700.0,5.45,5.5,141800.0,,,,,,,,,,,,,,,,,,,,,,
SUN,2023-02-01,-,4.72,0.04,0.8547008547008547,4.7,4.76,4.7,0.0,0.0,736433.0,3491.7263599999997,146400.0,4.7,4.72,34700.0,,,,,,,,,,,,,,,,,,,,,,
SUPER,2023-02-01,-,0.64,0.0,0.0,0.65,0.65,0.63,0.0,0.0,38158216.0,24466.37575,7368800.0,0.64,0.65,38627800.0,,,,,,,,,,,,,,,,,,,,,,
SUSCO,2023-02-01,-,3.82,-0.04,-1.0362694300518134,3.86,3.9,3.8,0.0,0.0,4642250.0,17760.18228,1331300.0,3.82,3.84,809900.0,,,,,,,,,,,,,,,,,,,,,,
SYNEX,2023-02-01,-,16.5,0.0,0.0,16.6,16.7,16.5,0.0,0.0,537853.0,8929.612,168600.0,16.5,16.6,128100.0,,,,,,,,,,,,,,,,,,,,,,
TASCO,2023-02-01,-,17.8,-0.3,-1.6574585635359116,18.0,18.2,17.7,0.0,0.0,4563404.0,81775.8366,487900.0,17.7,17.8,594600.0,,,,,,,,,,,,,,,,,,,,,,
TC,2023-02-01,-,11.8,-0.2,-1.6666666666666667,12.1,12.3,11.8,0.0,0.0,1733684.0,20814.1025,120500.0,11.8,11.9,66600.0,,,,,,,,,,,,,,,,,,,,,,
TCAP,2023-02-01,-,43.25,0.25,0.5813953488372093,43.25,43.5,43.0,0.0,0.0,2007292.0,86623.446,111500.0,43.0,43.25,273600.0,,,,,,,,,,,,,,,,,,,,,,
TFM,2023-02-01,-,10.8,-0.1,-0.9174311926605505,10.9,10.9,10.6,0.0,0.0,116201.0,1245.3811,9000.0,10.7,10.9,16400.0,,,,,,,,,,,,,,,,,,,,,,
THANI,2023-02-01,-,4.18,0.02,0.4807692307692308,4.16,4.18,4.12,0.0,0.0,14937685.0,62073.584200000005,957200.0,4.16,4.18,2548300.0,,,,,,,,,,,,,,,,,,,,,,
THCOM,2023-02-01,-,16.1,-0.2,-1.2269938650306749,16.4,16.4,15.5,0.0,0.0,18562731.0,294832.274,139600.0,16.1,16.2,456700.0,,,,,,,,,,,,,,,,,,,,,,
THG,2023-02-01,-,69.75,0.5,0.7220216606498195,69.25,70.0,69.25,0.0,0.0,2768565.0,192778.555,299600.0,69.5,69.75,105800.0,,,,,,,,,,,,,,,,,,,,,,
THIP,2023-02-01,-,39.0,0.25,0.6451612903225806,38.75,39.0,38.5,0.0,0.0,22325.0,868.30625,15700.0,38.75,39.0,900.0,,,,,,,,,,,,,,,,,,,,,,
THRE,2023-02-01,-,1.03,-0.01,-0.9615384615384616,1.03,1.04,1.02,0.0,0.0,575400.0,592.524,520500.0,1.02,1.03,48700.0,,,,,,,,,,,,,,,,,,,,,,
TIDLOR,2023-02-01,-,29.0,0.75,2.6548672566371683,28.75,29.25,28.5,0.0,0.0,21407858.0,617652.11875,671000.0,29.0,29.25,1515900.0,,,,,,,,,,,,,,,,,,,,,,
TIPCO,2023-02-01,-,9.1,-0.1,-1.0869565217391304,9.2,9.3,9.1,0.0,0.0,208918.0,1919.7218,95300.0,9.1,9.15,20600.0,,,,,,,,,,,,,,,,,,,,,,
TIPH,2023-02-01,-,50.25,0.25,0.5,50.0,50.5,49.75,0.0,0.0,631590.0,31729.2305,287500.0,50.25,50.5,236400.0,,,,,,,,,,,,,,,,,,,,,,
TISCO,2023-02-01,-,102.0,-0.5,-0.4878048780487805,102.5,103.0,101.5,0.0,0.0,1790321.0,182705.619,736900.0,101.5,102.0,392700.0,,,,,,,,,,,,,,,,,,,,,,
TK,2023-02-01,-,8.55,0.0,0.0,8.5,8.55,8.5,0.0,0.0,323802.0,2756.885,113400.0,8.5,8.55,18300.0,,,,,,,,,,,,,,,,,,,,,,
TKC,2023-02-01,-,22.1,-0.8,-3.493449781659389,23.0,23.0,22.0,0.0,0.0,791198.0,17713.316600000002,2300.0,22.1,22.2,4800.0,,,,,,,,,,,,,,,,,,,,,,
TKN,2023-02-01,-,11.5,-0.4,-3.361344537815126,12.0,12.0,11.2,0.0,0.0,17784090.0,205396.90790000002,998800.0,11.4,11.5,506200.0,,,,,,,,,,,,,,,,,,,,,,
TKS,2023-02-01,-,13.6,-0.2,-1.4492753623188406,13.7,13.8,13.6,0.0,0.0,1306267.0,17794.8609,642800.0,13.5,13.6,145200.0,,,,,,,,,,,,,,,,,,,,,,
TMT,2023-02-01,-,8.15,-0.05,-0.6097560975609756,8.2,8.3,8.15,0.0,0.0,274810.0,2244.6296,3000.0,8.15,8.2,22500.0,,,,,,,,,,,,,,,,,,,,,,
TOA,2023-02-01,-,34.0,-0.5,-1.4492753623188406,34.75,34.75,34.0,0.0,0.0,472602.0,16279.019,35200.0,34.0,34.25,24100.0,,,,,,,,,,,,,,,,,,,,,,
TOG,2023-02-01,-,9.1,-0.05,-0.546448087431694,9.25,9.25,9.1,0.0,0.0,130200.0,1191.57,20300.0,9.1,9.2,24900.0,,,,,,,,,,,,,,,,,,,,,,
TOP,2023-02-01,-,58.0,-0.5,-0.8547008547008547,58.5,58.5,57.25,0.0,0.0,8295070.0,478899.11,1693000.0,57.75,58.0,590100.0,,,,,,,,,,,,,,,,,,,,,,
TPIPL,2023-02-01,-,1.84,-0.02,-1.075268817204301,1.86,1.86,1.83,0.0,0.0,7222561.0,13310.407009999999,1787400.0,1.83,1.84,432200.0,,,,,,,,,,,,,,,,,,,,,,
TPIPP,2023-02-01,-,3.52,0.02,0.5714285714285714,3.52,3.54,3.5,0.0,0.0,1453207.0,5111.93428,1529700.0,3.5,3.52,343500.0,,,,,,,,,,,,,,,,,,,,,,
TQM,2023-02-01,-,43.0,0.75,1.7751479289940828,42.75,44.0,42.5,0.0,0.0,2551511.0,110434.773,94500.0,42.75,43.0,86300.0,,,,,,,,,,,,,,,,,,,,,,
TRUE,2023-02-01,-,4.88,-0.02,-0.40816326530612246,4.9,4.9,4.86,0.0,0.0,6646683.0,32474.25196,5635000.0,4.88,4.9,3592700.0,,,,,,,,,,,,,,,,,,,,,,
TSE,2023-02-01,-,2.54,0.0,0.0,2.56,2.56,2.54,0.0,0.0,2348800.0,5967.882,474600.0,2.54,2.56,822700.0,,,,,,,,,,,,,,,,,,,,,,
TSTH,2023-02-01,-,1.2,0.02,1.694915254237288,1.18,1.22,1.18,0.0,0.0,7511921.0,9075.25853,188900.0,1.2,1.21,168300.0,,,,,,,,,,,,,,,,,,,,,,
TTA,2023-02-01,-,8.1,-0.1,-1.2195121951219512,8.2,8.2,8.1,0.0,0.0,1757127.0,14303.793800000001,564200.0,8.1,8.15,698200.0,,,,,,,,,,,,,,,,,,,,,,
TTB,2023-02-01,-,1.46,-0.01,-0.6802721088435374,1.46,1.47,1.45,0.0,0.0,66131338.0,96495.42669,63360300.0,1.45,1.46,34134800.0,,,,,,,,,,,,,,,,,,,,,,
TTW,2023-02-01,-,9.5,0.05,0.5291005291005291,9.45,9.55,9.4,0.0,0.0,2846225.0,26938.487399999998,706100.0,9.45,9.5,127700.0,,,,,,,,,,,,,,,,,,,,,,
TU,2023-02-01,-,16.1,0.0,0.0,16.1,16.2,16.0,0.0,0.0,8921018.0,143690.551,797300.0,16.1,16.2,2509600.0,,,,,,,,,,,,,,,,,,,,,,
TVI,2023-02-01,-,12.8,0.2,1.5873015873015872,12.6,12.9,12.6,0.0,0.0,364601.0,4659.653,55900.0,12.7,12.9,61800.0,,,,,,,,,,,,,,,,,,,,,,
TVO,2023-02-01,-,29.0,0.0,0.0,29.0,29.25,28.75,0.0,0.0,427282.0,12421.145,265600.0,29.0,29.25,706100.0,,,,,,,,,,,,,,,,,,,,,,
TWPC,2023-02-01,-,5.35,-0.05,-0.9259259259259259,5.4,5.4,5.3,0.0,0.0,79901.0,425.46040000000005,121600.0,5.3,5.35,11000.0,,,,,,,,,,,,,,,,,,,,,,
UAC,2023-02-01,-,4.74,0.02,0.423728813559322,4.74,4.76,4.7,0.0,0.0,40700.0,192.478,7500.0,4.72,4.74,2700.0,,,,,,,,,,,,,,,,,,,,,,
UBE,2023-02-01,-,1.5,-0.01,-0.6622516556291391,1.51,1.52,1.5,0.0,0.0,2374231.0,3568.8509599999998,378900.0,1.5,1.51,1233100.0,,,,,,,,,,,,,,,,,,,,,,
UTP,2023-02-01,-,15.5,0.1,0.6493506493506493,15.5,15.7,15.4,0.0,0.0,564461.0,8761.6524,23800.0,15.5,15.6,140600.0,,,,,,,,,,,,,,,,,,,,,,
UV,2023-02-01,-,3.4,0.0,0.0,3.4,3.44,3.38,0.0,0.0,3631629.0,12361.6646,354500.0,3.38,3.4,34300.0,,,,,,,,,,,,,,,,,,,,,,
UVAN,2023-02-01,-,7.8,0.0,0.0,7.8,7.85,7.8,0.0,0.0,49423.0,386.2356,191700.0,7.8,7.85,108800.0,,,,,,,,,,,,,,,,,,,,,,
VGI,2023-02-01,-,5.0,0.0,0.0,5.0,5.1,4.96,0.0,0.0,19554087.0,97768.81703,447400.0,4.98,5.0,634200.0,,,,,,,,,,,,,,,,,,,,,,
VIBHA,2023-02-01,-,2.74,-0.02,-0.7246376811594203,2.76,2.76,2.72,0.0,0.0,1580836.0,4329.6532,674600.0,2.72,2.74,327800.0,,,,,,,,,,,,,,,,,,,,,,
VIH,2023-02-01,-,8.6,-0.1,-1.1494252873563218,8.7,8.7,8.55,0.0,0.0,1173212.0,10124.02965,118700.0,8.6,8.65,106300.0,,,,,,,,,,,,,,,,,,,,,,
VNG,2023-02-01,-,5.6,0.0,0.0,5.6,5.65,5.55,0.0,0.0,169600.0,947.365,126300.0,5.55,5.6,34900.0,,,,,,,,,,,,,,,,,,,,,,
WHA,2023-02-01,-,4.0,0.12,3.0927835051546393,3.96,4.02,3.92,0.0,0.0,201964948.0,802668.74022,5547800.0,3.98,4.0,3626700.0,,,,,,,,,,,,,,,,,,,,,,
WHAUP,2023-02-01,-,4.08,0.0,0.0,4.06,4.1,4.04,0.0,0.0,1649081.0,6723.579839999999,1054600.0,4.06,4.1,309600.0,,,,,,,,,,,,,,,,,,,,,,
WICE,2023-02-01,-,11.8,-0.2,-1.6666666666666667,12.1,12.1,11.8,0.0,0.0,3128318.0,37227.8734,641800.0,11.8,11.9,741700.0,,,,,,,,,,,,,,,,,,,,,,
WORK,2023-02-01,-,18.3,0.1,0.5494505494505495,18.2,18.4,18.2,0.0,0.0,131972.0,2416.1446,64400.0,18.3,18.4,105000.0,,,,,,,,,,,,,,,,,,,,,,
XPG,2023-02-01,-,1.46,0.01,0.6896551724137931,1.45,1.49,1.45,0.0,0.0,30480128.0,44767.843609999996,3582100.0,1.45,1.46,427300.0,,,,,,,,,,,,,,,,,,,,,,
ZEN,2023-02-01,-,17.9,-0.1,-0.5555555555555556,18.0,18.1,17.7,0.0,0.0,193863.0,3457.364,32300.0,17.7,17.9,1800.0,,,,,,,,,,,,,,,,,,,,,,
