id,stock_id,name,year,quarter,number,ppu,amt,net,x_date,p_date
85,125,ORI,2018,2,18000,0.29,5220.0,198.0,2018-10-31,2018-10-31
83,129,CPNREIT,2018,3,30000,0.4157,12471.0,11223.9,2018-12-04,2018-12-04
82,48,JASIF,2018,3,70000,0.22,15400.0,15400.0,2018-11-18,2018-12-11
81,139,PTL,2018,2,15000,0.31,4650.0,4185.0,2018-12-11,2018-12-11
80,27,IVL,2018,3,6000,0.35,2100.0,1890.0,2018-12-18,2018-12-18
79,125,ORI,2018,3,48000,0.06,2880.0,2592.0,2019-01-18,2019-01-18
78,65,AOT,2018,4,4500,1.05,4725.0,4252.5,2019-02-07,2019-02-07
76,141,BTSGIF,2018,4,30000,0.206,6180.0,6180.0,2019-03-14,2019-03-14
75,48,JASIF,2018,4,60000,0.23,13800.0,13800.0,2019-03-01,2019-03-19
74,129,CPNREIT,2018,4,30000,0.4163,12489.0,11240.1,2019-03-25,2019-03-25
73,95,PTTGC,2018,4,6000,2.5,15000.0,13680.0,2019-04-24,2019-04-24
72,127,MEGA,2018,4,8000,0.4,3200.0,3080.0,2019-04-29,2019-04-29
71,43,MCS,2018,4,70000,0.5,35000.0,34370.0,2019-03-12,2019-04-29
70,30,BANPU,2018,4,21000,0.35,7350.0,6615.0,2019-04-30,2019-04-30
69,110,FSMART,2018,4,42000,0.32,13440.0,12096.0,2019-04-29,2019-04-29
68,58,BA,2018,4,20000,0.08,1600.0,1440.0,2019-04-30,2019-04-30
67,124,WORK,2018,4,3000,0.45,1350.0,1215.0,2019-05-03,2019-05-03
66,134,SAT,2018,4,20000,1.0,20000.0,18320.0,2019-05-07,2019-05-07
65,113,SYNEX,2018,4,30000,0.44,13200.0,8880.0,2019-05-10,2019-05-10
64,125,ORI,2018,4,60000,0.3,18000.0,16200.0,2019-05-15,2019-05-15
63,82,ANAN,2018,4,100000,0.139,13900.0,12510.0,2019-05-17,2019-05-17
62,109,TISCO,2018,4,6000,7.0,42000.0,37800.0,2019-05-17,2019-05-17
61,7,LH,2018,4,45000,0.35,15750.0,14175.0,2019-05-03,2019-05-21
60,70,KKP,2018,4,8000,3.0,24000.0,21600.0,2019-05-21,2019-05-21
59,119,CPALL,2018,4,5000,1.2,6000.0,5400.0,2019-05-22,2019-05-22
58,142,VNT,2018,4,8000,1.3,10400.0,9360.0,2019-05-23,2019-05-23
57,115,AMATA,2018,4,15000,0.17,2550.0,2295.0,2019-05-23,2019-05-23
56,27,IVL,2018,4,9000,0.35,3150.0,2835.0,2019-05-23,2019-05-23
55,27,IVL,2019,1,12000,0.35,4200.0,3780.0,2019-06-04,2019-06-04
54,81,DIF,2019,1,40000,0.26,10400.0,10400.0,2019-05-16,2019-06-04
53,48,JASIF,2019,1,60000,0.24,14400.0,14400.0,2019-05-22,2019-06-07
52,129,CPNREIT,2019,1,30000,0.4055,12165.0,10948.5,2019-06-11,2019-06-11
51,113,SYNEX,2019,2,33000,0.15,4950.0,4455.0,2019-09-02,2019-09-02
50,48,JASIF,2019,2,60000,0.23,13800.0,13800.0,2019-08-19,2019-09-04
49,27,IVL,2019,2,15000,0.35,5250.0,4725.0,2019-09-05,2019-09-05
48,110,FSMART,2019,2,54000,0.32,17280.0,15552.0,2019-09-03,2019-09-03
47,82,ANAN,2019,2,210000,0.091,19110.0,17199.0,2019-09-06,2019-09-06
46,129,CPNREIT,2019,2,30000,0.4055,12165.0,10948.5,2019-09-06,2019-09-06
45,134,SAT,2019,2,50000,0.35,17500.0,16067.0,2019-09-06,2019-09-06
44,7,LH,2019,2,45000,0.3,13500.0,12150.0,2019-08-28,2019-09-11
43,81,DIF,2019,2,47000,0.3469,16304.3,16304.3,2019-08-26,2019-09-11
42,125,ORI,2019,2,60000,0.205,12300.0,11070.0,2019-09-13,2019-09-13
41,95,PTTGC,2019,2,9000,1.0,9000.0,8100.0,2019-09-13,2019-09-13
40,115,AMATA,2019,2,15000,0.2,3000.0,2700.0,2019-09-13,2019-09-13
39,127,MEGA,2019,2,8000,0.31,2480.0,2360.0,2019-09-13,2019-09-13
38,30,BANPU,2019,2,24000,0.15,3600.0,3240.0,2019-09-10,2019-09-25
37,48,JASIF,2019,3,90000,0.23,20700.0,20700.0,2019-11-14,2019-12-02
36,81,DIF,2019,3,52000,0.1656,8611.2,8611.2,2019-11-18,2019-12-04
35,129,CPNREIT,2019,3,24000,0.406,9744.0,8769.6,2019-12-06,2019-12-06
34,43,MCS,2019,3,75000,0.25,18750.0,18525.0,2019-11-21,2019-12-04
33,27,IVL,2019,3,15000,0.35,5250.0,4725.0,2019-12-11,2019-12-11
32,24,ROJNA,2019,3,60000,0.2,12000.0,10800.0,2019-12-09,2019-12-09
31,81,DIF,2019,4,52000,0.261,13572.0,13572.0,2020-02-12,2020-03-03
30,48,JASIF,2019,4,100000,0.2,20000.0,20000.0,2020-02-17,2020-03-04
29,129,CPNREIT,2019,4,30000,0.406,12180.0,10962.0,2020-03-20,2020-03-20
28,58,BA,2019,4,10000,0.1,1000.0,900.0,2020-04-10,2020-04-10
27,131,PTTEP,2019,4,3600,3.75,13500.0,12150.0,2020-04-10,2020-04-10
26,110,FSMART,2019,4,66000,0.34,22440.0,20196.0,2020-04-09,2020-04-09
25,148,BFIT,2019,4,1000,2.25,2250.0,2025.0,2020-04-24,2020-04-24
24,113,SYNEX,2019,4,33000,0.32,10560.0,9504.0,2020-04-24,2020-04-24
23,134,SAT,2019,4,56000,1.0,56000.0,50874.88,2020-04-28,2020-04-28
22,95,PTTGC,2019,4,9000,1.0,9000.0,8100.0,2020-04-28,2020-04-28
21,70,KKP,2019,4,1200,2.75,3300.0,2970.0,2020-04-28,2020-04-28
20,43,MCS,2019,4,75000,0.4,30000.0,29250.0,2020-04-29,2020-04-29
19,145,NOBLE,2020,2,30000,1.1,33000.0,29700.0,2020-08-27,2020-09-09
18,43,MCS,2020,2,75000,0.4,30000.0,29325.0,2020-08-27,2020-09-10
17,7,LH,2020,2,45000,0.2,9000.0,8100.0,2020-08-27,2020-09-11
16,27,IVL,2020,2,12000,0.175,2100.0,1890.0,2020-08-27,2020-09-10
15,146,TTW,2019,4,20000,0.3,6000.0,5400.0,2020-04-30,2020-04-30
14,27,IVL,2019,4,15000,0.175,2625.0,2362.5,2020-04-23,2020-05-08
13,115,AMATA,2019,4,21000,0.25,5250.0,4725.0,2020-05-08,2020-05-08
12,147,TKS,2019,4,10000,0.4,4000.0,3600.0,2020-05-08,2020-05-08
11,25,SIRI,2019,4,100000,0.06,6000.0,5400.0,2020-05-12,2020-05-12
10,89,WHA,2019,4,50000,0.0535,2675.0,2407.5,2020-05-25,2020-05-25
9,7,LH,2019,4,45000,0.4,18000.0,16200.0,2020-05-07,2020-05-22
8,145,NOBLE,2019,4,28500,2.2,62700.0,56430.0,2020-05-28,2020-05-28
7,24,ROJNA,2019,4,90000,0.2,18000.0,16200.0,2020-06-12,2020-06-12
6,81,DIF,2020,1,52000,0.261,13572.0,13572.0,2020-05-26,2020-06-11
5,48,JASIF,2020,1,100000,0.24,24000.0,24000.0,2020-05-27,2020-06-15
4,27,IVL,2020,1,15000,0.175,2625.0,2362.5,2020-05-26,2020-06-11
3,81,DIF,2020,2,60000,0.261,15660.0,15660.0,2020-08-13,2020-09-08
2,131,PTTEP,2020,2,2400,1.5,3600.0,3240.0,2020-08-13,2020-08-28
1,45,ADVANC,2020,2,600,3.24,1944.0,1749.6,2020-08-19,2020-09-03
