id,stock_id,date,year,month,price,qty,amt,net,status,kind
714,13,2020-05-14,2020,5,10.6,5000,53000.0,53117.39,Sold,DTD
715,142,2020-05-14,2020,5,21.3,10000,213000.0,213471.77,Sold,DTD
716,154,2020-05-20,2020,5,21.7,5300,115010.0,115264.73,Sold,DIV
909,81,2019-05-15,2019,5,14.7,10000,147000.0,147325.59,Sold,HD
908,24,2019-08-28,2019,8,6.35,5000,31750.0,31820.32,Sold,DTD
719,145,2020-05-22,2020,5,5.31,18000,95580.0,95851.83,Sold,DTD
720,154,2020-05-25,2020,5,21.9,1000,21900.0,21948.5,Sold,DIV
721,154,2020-05-26,2020,5,21.9,1000,21900.0,21948.5,Sold,DIV
724,154,2020-05-29,2020,5,21.7,500,10850.0,10874.03,Sold,DIV
907,172,2021-06-01,2021,6,13.0,10000,130000.0,130287.94,Sold,SHT
726,28,2020-06-01,2020,6,3.68,50000,184000.0,184407.54,Sold,DTD
906,115,2018-01-26,2018,1,23.4,3000,70200.0,70355.48,Sold,DTD
729,21,2020-06-10,2020,6,30.5,3000,91500.0,91702.67,Sold,DTD
730,136,2020-06-11,2020,6,133.5,2000,267000.0,267591.38,Sold,DTD
797,164,2021-01-15,2021,1,17.4,6000,104400.0,104631.24,Sold,DTD
798,111,2020-12-18,2020,12,38.75,2600,100750.0,100973.15,Sold,DTD
734,30,2020-06-12,2020,6,6.35,6000,38100.0,38184.39,Sold,NBS
735,76,2020-06-15,2020,6,260.0,300,78000.0,78172.76,Sold,DTD
736,155,2020-06-15,2020,6,11.9,15000,178500.0,178895.37,Sold,DTD
737,62,2020-06-15,2020,6,4.7,40000,188000.0,188416.4,Sold,DTD
738,107,2020-06-15,2020,6,2.7,5000,13500.0,13529.91,Sold,DTD
739,21,2020-06-15,2020,6,30.0,3000,90000.0,90199.34,Sold,DTD
740,43,2016-08-26,2016,8,16.7,10000,167000.0,167369.89,Sold,HD
904,24,2019-08-28,2019,8,6.35,5000,31750.0,31820.32,Sold,DIV
742,24,2019-08-28,2019,8,6.35,15000,95250.0,95460.97,Sold,SS
905,107,2020-06-15,2020,6,2.7,10000,27000.0,27059.8,Sold,DTD
1124,109,2022-02-18,2022,2,98.0,2000,196000.0,196434.12,Sold,HD
746,155,2020-06-25,2020,6,12.3,30000,369000.0,369817.3,Sold,DTD
747,154,2020-06-26,2020,6,21.7,1000,21700.0,21748.06,Sold,DIV
750,148,2020-07-23,2020,7,32.0,4000,128000.0,128283.51,Sold,DTD
751,88,2020-07-23,2020,7,24.9,8000,199200.0,199641.2,Sold,DTD
752,148,2020-07-29,2020,7,32.0,4000,128000.0,128283.51,Sold,DTD
753,21,2020-07-30,2020,7,33.25,3000,99750.0,99970.93,Sold,DTD
836,154,2021-02-20,2021,2,22.1,200,4420.0,4429.79,Sold,DIV
903,7,2021-05-28,2021,5,10.45,6000,62700.0,62838.88,Sold,DIV
796,128,2021-01-12,2021,1,12.4,5000,62000.0,62137.32,Sold,DTD
760,85,2020-08-24,2020,8,63.0,5000,315000.0,315697.69,Sold,DTD
761,56,2020-08-25,2020,8,11.4,24000,273600.0,274205.99,Sold,DTD
762,88,2020-08-31,2020,8,26.0,8000,208000.0,208460.7,Sold,DTD
763,21,2020-09-01,2020,9,32.0,2000,64000.0,64141.75,Sold,DTD
764,156,2020-09-01,2020,9,8.03,20000,160600.0,160955.71,Sold,DIV
765,160,2020-09-11,2020,9,4.2,5000,21000.0,21046.51,Sold,DIV
766,161,2020-09-11,2020,9,35.0,9000,315000.0,315697.69,Sold,DTD
767,48,2020-02-01,2020,2,10.0,10000,100000.0,100221.49,Active,HD
768,160,2020-09-16,2020,9,4.2,5000,21000.0,21046.51,Sold,DIV
769,48,2020-11-01,2020,11,10.0,30000,300000.0,300664.47,Active,HD
770,154,2020-09-18,2020,9,21.7,1000,21700.0,21748.06,Sold,DIV
771,160,2020-09-22,2020,9,4.2,5000,21000.0,21046.51,Sold,DIV
772,160,2020-09-23,2020,9,4.2,10000,42000.0,42093.03,Sold,DIV
773,86,2020-09-23,2020,9,330.0,1000,330000.0,330730.92,Sold,DTD
1007,166,2021-09-14,2021,9,2.9,40000,116000.0,116256.93,Sold,DTD
775,160,2020-09-28,2020,9,4.14,10000,41400.0,41491.7,Sold,DIV
918,143,2021-06-17,2021,6,8.05,6000,48300.0,48406.98,Sold,DTD
777,47,2020-10-06,2020,10,49.75,6000,298500.0,299161.15,Sold,DTD
778,160,2020-10-06,2020,10,4.2,10000,42000.0,42093.03,Sold,DIV
779,160,2020-10-06,2020,10,4.2,10000,42000.0,42093.03,Sold,DIV
780,143,2020-10-09,2020,10,8.05,6000,48300.0,48406.98,Sold,DTD
781,81,2020-08-01,2020,8,14.7,10000,147000.0,147325.59,Sold,HD
1008,172,2021-09-14,2021,9,13.3,10000,133000.0,133294.58,Sold,SHT
783,81,2020-10-09,2020,10,14.7,10000,147000.0,147325.59,Sold,HD
784,160,2020-10-30,2020,10,4.2,5000,21000.0,21046.51,Sold,DIV
785,154,2020-11-13,2020,11,21.6,100,2160.0,2164.78,Sold,DIV
902,172,2021-05-27,2021,5,13.3,9000,119700.0,119965.12,Sold,DOS
901,43,2017-04-01,2017,4,16.7,10000,167000.0,167369.89,Active,HD
788,111,2020-12-18,2020,12,38.75,2600,100750.0,100973.15,Sold,DTD
789,155,2020-12-21,2020,12,13.6,5000,68000.0,68150.61,Sold,DTD
790,137,2020-12-22,2020,12,55.0,5400,297000.0,297657.83,Sold,DTD
791,163,2020-12-23,2020,12,16.3,6000,97800.0,98016.62,Sold,DTD
792,115,2020-12-28,2020,12,16.2,6000,97200.0,97415.28,Sold,DTD
793,128,2020-12-28,2020,12,11.0,10000,110000.0,110243.64,Sold,DTD
794,125,2020-12-28,2020,12,9.4,5000,47000.0,47104.1,Sold,DTD
795,125,2021-01-04,2021,1,9.4,3000,28200.0,28262.46,Sold,DTD
799,111,2020-12-18,2020,12,38.75,2600,100750.0,100973.15,Sold,DTD
800,165,2021-01-25,2021,1,33.0,6000,198000.0,198438.55,Sold,DTD
801,176,2021-01-25,2021,1,14.9,7000,104300.0,104531.01,Sold,DOS
802,166,2021-01-28,2021,1,2.34,10000,23400.0,23451.83,Sold,DTD
803,88,2021-01-28,2021,1,30.0,2000,60000.0,60132.89,Sold,DTD
804,148,2020-07-23,2020,7,32.0,4000,128000.0,128283.51,Sold,DTD
806,152,2021-02-04,2021,2,33.0,9000,297000.0,297657.83,Sold,DOS
807,154,2021-02-10,2021,2,22.1,500,11050.0,11074.47,Sold,DIV
808,168,2021-02-11,2021,2,5.0,20000,100000.0,100221.49,Sold,SBD
809,162,2021-02-11,2021,2,8.9,10000,89000.0,89197.13,Sold,DOS
835,173,2021-03-10,2021,3,30.0,3000,90000.0,90199.34,Sold,DOS
811,138,2021-02-15,2021,2,153.0,700,107100.0,107337.22,Sold,DTD
812,169,2021-02-15,2021,2,11.0,18000,198000.0,198438.55,Sold,DOS
813,81,2021-02-17,2021,2,14.7,10000,147000.0,147325.59,Active,HD
814,168,2021-02-17,2021,2,5.2,20000,104000.0,104230.35,Sold,SBD
983,185,2021-08-11,2021,8,80.0,2000,160000.0,160354.38,Sold,DTD
816,96,2021-02-18,2021,2,52.0,3000,156000.0,156345.52,Sold,DTD
817,153,2021-02-19,2021,2,10.2,10000,102000.0,102225.92,Sold,DOS
818,88,2021-01-28,2021,1,30.0,2000,60000.0,60132.89,Sold,DTD
819,88,2021-01-28,2021,1,30.0,2000,60000.0,60132.89,Sold,DTD
820,138,2021-02-23,2021,2,170.0,600,102000.0,102225.92,Sold,DOS
821,170,2021-02-24,2021,2,10.6,10000,106000.0,106234.78,Sold,DOS
822,171,2021-02-25,2021,2,12.2,10000,122000.0,122270.22,Sold,DOS
823,163,2020-12-23,2020,12,16.3,6000,97800.0,98016.62,Sold,DTD
824,81,2021-03-02,2021,3,14.7,20000,294000.0,294651.18,Active,HD
825,125,2021-03-02,2021,3,7.2,3000,21600.0,21647.84,Sold,DTD
826,31,2021-03-03,2021,3,4.0,75000,300000.0,300664.47,Sold,DTD
827,172,2021-03-03,2021,3,11.4,10000,114000.0,114252.5,Sold,DOS
828,13,2021-03-05,2021,3,17.8,6000,106800.0,107036.56,Sold,DOS
910,81,2019-05-15,2019,5,14.7,10000,147000.0,147325.59,Sold,HD
1087,199,2021-12-08,2021,12,11.0,3000,33000.0,33073.09,Sold,DTD
1086,96,2021-12-28,2021,12,45.75,2000,91500.0,91702.67,Sold,DTD
1085,95,2021-03-17,2021,3,66.75,600,40050.0,40138.7,Sold,DTD
1179,27,2022-05-24,2022,5,48.5,6000,291000.0,291644.54,Sold,DOS
1083,194,2021-12-21,2021,12,20.2,3000,60600.0,60734.22,Sold,DTD
837,174,2021-03-12,2021,3,3.9,25000,97500.0,97715.96,Sold,DOS
838,153,2021-03-12,2021,3,9.9,20000,198000.0,198438.55,Sold,DTD
839,154,2021-02-10,2021,2,22.1,200,4420.0,4429.79,Sold,DIV
840,135,2021-03-15,2021,3,7.0,3000,21000.0,21046.51,Sold,DIV
841,43,2021-03-16,2021,3,16.7,5000,83500.0,83684.95,Sold,HD
842,95,2021-03-17,2021,3,66.75,1400,93450.0,93656.98,Active,DTD
843,27,2021-03-18,2021,3,42.0,3000,126000.0,126279.08,Sold,DTD
844,95,2021-03-19,2021,3,66.75,2000,133500.0,133795.69,Active,DTD
845,109,2021-03-22,2021,3,97.5,1000,97500.0,97715.96,Sold,DOS
846,128,2021-01-12,2021,1,11.0,1000,11000.0,11024.36,Sold,DTD
847,128,2021-01-12,2021,1,11.0,1000,11000.0,11024.36,Sold,DTD
848,128,2021-01-12,2021,1,11.0,1000,11000.0,11024.36,Sold,DTD
853,107,2020-06-15,2020,6,2.7,10000,27000.0,27059.8,Sold,DTD
850,27,2021-03-26,2021,3,42.0,3000,126000.0,126279.08,Sold,DTD
851,128,2021-03-26,2021,3,12.4,3000,37200.0,37282.39,Sold,DTD
852,125,2021-03-26,2021,3,8.35,3000,25050.0,25105.48,Sold,SS
1077,192,2021-12-15,2021,12,44.5,3000,133500.0,133795.69,Active,HD
855,95,2021-04-05,2021,4,66.75,1000,66750.0,66897.84,Sold,DTD
856,109,2021-04-08,2021,4,97.5,1000,97500.0,97715.96,Sold,DOS
857,95,2021-04-09,2021,4,66.75,1000,66750.0,66897.84,Active,DTD
858,128,2021-04-12,2021,4,12.4,2000,24800.0,24854.93,Sold,DTD
859,175,2021-04-12,2021,4,7.7,20000,154000.0,154341.09,Sold,DOS
1137,48,2022-03-02,2022,3,11.2,10000,112000.0,112248.07,Sold,DOS
866,24,2019-12-09,2019,12,6.35,5000,31750.0,31820.32,Sold,DTD
867,24,2019-12-09,2019,12,6.35,5000,31750.0,31820.32,Sold,DTD
868,131,2021-04-28,2021,4,113.0,1000,113000.0,113250.28,Sold,DTD
869,24,2019-11-15,2019,11,6.35,5000,31750.0,31820.32,Sold,DTD
870,128,2021-04-29,2021,4,12.4,2500,31000.0,31068.66,Sold,DTD
871,86,2021-04-29,2021,4,460.0,200,92000.0,92203.77,Sold,DTD
872,107,2020-06-15,2020,6,2.7,10000,27000.0,27059.8,Sold,DTD
873,128,2021-04-30,2021,4,12.4,2500,31000.0,31068.66,Sold,DTD
874,107,2020-06-15,2020,6,2.7,10000,27000.0,27059.8,Sold,DTD
875,137,2021-05-05,2021,5,61.25,3000,183750.0,184156.99,Sold,DTD
876,145,2021-05-05,2021,5,7.0,63000,441000.0,441976.77,Sold,HD
877,24,2019-09-19,2019,9,6.35,5000,31750.0,31820.32,Sold,DTD
878,24,2019-09-19,2019,9,6.35,5000,31750.0,31820.32,Sold,DTD
879,177,2021-05-06,2021,5,10.9,10000,109000.0,109241.42,Sold,DOS
986,142,2021-08-13,2021,8,37.5,4500,168750.0,169123.76,Sold,DTD
881,135,2021-05-07,2021,5,7.0,3000,21000.0,21046.51,Sold,DIV
882,178,2021-05-07,2021,5,10.85,10000,108500.0,108740.32,Sold,HD
883,169,2021-05-10,2021,5,10.5,10000,105000.0,105232.56,Sold,DOS
884,7,2021-05-10,2021,5,10.45,6000,62700.0,62838.88,Sold,DIV
885,135,2021-03-12,2021,3,7.0,3000,21000.0,21046.51,Sold,DIV
886,125,2021-05-11,2021,5,8.85,5000,44250.0,44348.01,Sold,DTD
887,155,2020-12-21,2020,12,13.6,7000,95200.0,95410.85,Sold,DTD
990,181,2021-08-16,2021,8,56.0,1800,100800.0,101023.27,Sold,DTD
1140,156,2022-03-03,2022,3,8.95,100,895.0,896.98,Sold,DOS
890,135,2021-03-15,2021,3,7.0,3000,21000.0,21046.51,Sold,DIV
891,179,2021-05-12,2021,5,10.9,10000,109000.0,109241.42,Sold,DOS
892,120,2021-05-12,2021,5,35.9,2500,89750.0,89948.78,Sold,DTD
893,135,2021-03-15,2021,3,7.0,3000,21000.0,21046.51,Sold,DIV
896,164,2021-05-14,2021,5,32.0,1500,48000.0,48106.32,Sold,DTD
897,180,2021-05-18,2021,5,275.0,300,82500.0,82682.73,Sold,SBD
898,128,2021-05-19,2021,5,12.4,2500,31000.0,31068.66,Sold,DTD
899,181,2021-05-21,2021,5,56.0,1800,100800.0,101023.27,Sold,DTD
914,172,2021-06-10,2021,6,13.0,10000,130000.0,130287.94,Sold,SHT
915,97,2021-06-14,2021,6,40.5,2500,101250.0,101474.26,Sold,DTD
916,107,2020-06-15,2020,6,2.7,5000,13500.0,13529.91,Sold,DTD
1035,171,2021-10-26,2021,10,12.2,8000,97600.0,97816.17,Sold,SHT
919,107,2020-06-15,2020,6,2.7,5000,13500.0,13529.91,Sold,DTD
920,88,2021-06-15,2021,6,40.0,2500,100000.0,100221.49,Active,DTD
921,88,2021-06-21,2021,6,40.0,2500,100000.0,100221.49,Active,DTD
922,27,2021-06-21,2021,6,42.0,3000,126000.0,126279.08,Sold,DTD
923,107,2020-06-15,2020,6,2.7,5000,13500.0,13529.91,Sold,DTD
927,86,2021-06-22,2021,6,412.0,200,82400.0,82582.51,Sold,DTD
925,155,2020-11-21,2020,11,13.6,4000,54400.0,54520.49,Sold,DTD
926,173,2021-06-22,2021,6,31.75,9000,285750.0,286382.91,Sold,DTD
928,161,2021-06-22,2021,6,33.0,3000,99000.0,99219.28,Sold,DTD
929,62,2021-06-23,2021,6,11.2,7000,78400.0,78573.65,Sold,DTD
930,182,2021-06-24,2021,6,12.0,10000,120000.0,120265.79,Sold,DOS
931,155,2020-12-21,2020,12,13.6,5000,68000.0,68150.61,Sold,DTD
932,164,2021-05-14,2021,5,32.0,1000,32000.0,32070.88,Sold,DTD
933,96,2021-06-28,2021,6,45.75,3000,137250.0,137554.0,Sold,DTD
1134,156,2022-02-28,2022,2,8.95,10000,89500.0,89698.24,Active,HD
935,180,2021-07-01,2021,7,276.0,1000,276000.0,276611.31,Sold,DOS
1036,88,2021-10-27,2021,10,32.75,2500,81875.0,82056.34,Sold,HD
937,7,2018-08-23,2018,8,10.45,6000,62700.0,62838.88,Sold,DIV
938,183,2021-07-02,2021,7,39.0,2000,78000.0,78172.76,Sold,DTD
939,7,2018-08-18,2018,8,10.45,6000,62700.0,62838.88,Sold,DIV
940,170,2021-07-05,2021,7,9.0,10000,90000.0,90199.34,Sold,DTD
941,27,2021-07-07,2021,7,42.0,3000,126000.0,126279.08,Sold,DTD
942,143,2021-07-07,2021,7,8.05,6000,48300.0,48406.98,Sold,DTD
943,172,2021-07-08,2021,7,13.0,10000,130000.0,130287.94,Sold,SHT
944,118,2021-07-08,2021,7,37.5,2400,90000.0,90199.34,Sold,DTD
985,158,2021-08-11,2021,8,32.5,3000,97500.0,97715.96,Sold,DTD
946,128,2021-04-29,2021,4,12.4,5000,62000.0,62137.32,Sold,DTD
947,143,2021-07-09,2021,7,8.05,6000,48300.0,48406.98,Sold,DTD
948,21,2020-09-01,2020,9,32.0,2000,64000.0,64141.75,Sold,DTD
949,21,2020-09-01,2020,9,32.0,2000,64000.0,64141.75,Sold,DTD
950,21,2020-09-01,2020,9,32.0,2000,64000.0,64141.75,Sold,DTD
951,7,2018-08-23,2018,8,10.45,6000,62700.0,62838.88,Sold,DIV
952,7,2018-08-23,2018,8,10.45,6000,62700.0,62838.88,Sold,DIV
953,21,2020-09-01,2020,9,32.0,2000,64000.0,64141.75,Sold,DTD
954,184,2021-07-15,2021,7,4.1,25000,102500.0,102727.03,Sold,DTD
955,115,2018-01-26,2018,1,23.4,3000,70200.0,70355.48,Sold,DTD
956,76,2020-06-15,2020,6,260.0,300,78000.0,78172.76,Sold,DTD
957,152,2021-07-19,2021,7,31.5,2000,63000.0,63139.54,Sold,DTD
958,131,2021-07-19,2021,7,113.0,1000,113000.0,113250.28,Sold,DTD
959,27,2021-07-20,2021,7,42.0,1200,50400.0,50511.63,Sold,DTD
960,134,2021-07-20,2021,7,21.1,7500,158250.0,158600.51,Sold,DTD
961,88,2021-07-21,2021,7,37.75,2500,94375.0,94584.04,Sold,HD
962,115,2018-01-26,2018,1,23.4,3000,70200.0,70355.48,Sold,DTD
963,76,2020-06-15,2020,6,260.0,300,78000.0,78172.76,Sold,DTD
988,99,2021-08-16,2021,8,10.9,15000,163500.0,163862.14,Active,HD
965,152,2021-07-27,2021,7,31.5,2000,63000.0,63139.54,Sold,DTD
1133,192,2022-02-25,2022,2,47.5,1500,71250.0,71407.81,Active,DTD
967,134,2021-07-29,2021,7,21.1,2500,52750.0,52866.83,Sold,DTD
968,27,2021-07-30,2021,7,42.0,3600,151200.0,151534.89,Sold,DTD
969,152,2021-07-19,2021,7,31.5,2000,63000.0,63139.54,Sold,DTD
970,178,2021-07-30,2021,7,10.85,10000,108500.0,108740.32,Sold,HD
971,177,2021-07-30,2021,7,11.0,10000,110000.0,110243.64,Sold,DOS
1081,88,2021-12-20,2021,12,29.5,2500,73750.0,73913.35,Sold,HD
973,128,2021-04-29,2021,4,12.4,2500,31000.0,31068.66,Sold,DTD
974,158,2021-08-02,2021,8,32.5,3000,97500.0,97715.96,Sold,DTD
975,183,2021-07-02,2021,7,34.0,1000,34000.0,34075.31,Sold,DTD
976,172,2021-08-05,2021,8,13.1,10000,131000.0,131290.15,Sold,SHT
977,166,2021-01-28,2021,1,2.34,10000,23400.0,23451.83,Sold,DTD
978,111,2021-08-06,2021,8,62.0,1500,93000.0,93205.99,Sold,DTD
979,184,2021-08-06,2021,8,3.98,25000,99500.0,99720.39,Sold,DTD
980,166,2021-01-28,2021,1,2.34,10000,23400.0,23451.83,Sold,DTD
981,166,2021-01-28,2021,1,2.34,10000,23400.0,23451.83,Sold,DTD
989,186,2021-08-16,2021,8,13.0,7500,97500.0,97715.96,Sold,DTD
991,179,2021-08-18,2021,8,11.5,10000,115000.0,115254.71,Sold,DOS
992,155,2021-08-19,2021,8,20.8,18000,374400.0,375229.26,Sold,DTD
993,187,2021-08-20,2021,8,20.25,2400,48600.0,48707.64,Sold,DTD
994,172,2021-08-27,2021,8,13.3,5200,69160.0,69313.18,Sold,SHT
995,143,2020-10-09,2020,10,8.05,5500,44275.0,44373.07,Sold,DTD
996,143,2020-10-09,2020,10,8.05,5500,44275.0,44373.07,Sold,DTD
997,172,2021-08-27,2021,8,13.3,4800,63840.0,63981.4,Sold,SHT
998,143,2020-10-09,2020,10,8.05,5000,40250.0,40339.15,Sold,DTD
999,143,2020-10-09,2020,10,8.05,5000,40250.0,40339.15,Sold,DTD
1000,188,2021-09-01,2021,9,7.45,9000,67050.0,67198.51,Active,DTD
1127,138,2022-02-23,2022,2,171.0,1200,205200.0,205654.49,Sold,HD
1002,96,2021-09-06,2021,9,45.75,2000,91500.0,91702.67,Sold,DTD
1003,91,2021-09-06,2021,9,27.0,6000,162000.0,162358.81,Sold,DOS
1004,70,2021-09-07,2021,9,55.0,3000,165000.0,165365.46,Sold,DOS
1005,77,2021-09-07,2021,9,21.7,6000,130200.0,130488.38,Active,DTD
1006,88,2021-09-13,2021,9,35.25,2500,88125.0,88320.19,Sold,HD
1009,143,2020-10-09,2020,10,8.05,6000,48300.0,48406.98,Sold,DTD
1010,190,2021-09-17,2021,9,40.0,9000,360000.0,360797.36,Sold,DTD
1011,86,2021-09-20,2021,9,410.0,300,123000.0,123272.43,Active,DTD
1013,62,2021-09-23,2021,9,10.9,24000,261600.0,262179.42,Sold,DTD
1014,88,2021-09-23,2021,9,33.25,2500,83125.0,83309.11,Sold,HD
1015,84,2021-09-27,2021,9,58.0,2000,116000.0,116256.93,Sold,DTD
1016,80,2021-09-27,2021,9,20.5,6000,123000.0,123272.43,Sold,DTD
1017,164,2021-09-27,2021,9,32.0,1500,48000.0,48106.32,Sold,DTD
1120,183,2022-02-14,2022,2,42.25,1500,63375.0,63515.37,Sold,DTD
1019,164,2021-09-28,2021,9,32.0,1000,32000.0,32070.88,Sold,DTD
1020,113,2021-09-28,2021,9,24.5,1500,36750.0,36831.39,Sold,DTD
1021,118,2021-09-28,2021,9,38.5,3000,115500.0,115755.83,Sold,DTD
1022,84,2021-09-29,2021,9,58.0,2000,116000.0,116256.93,Sold,DTD
1023,77,2021-09-30,2021,9,21.3,6000,127800.0,128083.07,Active,DTD
1024,86,2021-09-30,2021,9,400.0,300,120000.0,120265.79,Active,DTD
1088,172,2022-01-05,2022,1,12.5,10000,125000.0,125276.86,Active,DOS
1026,134,2021-10-01,2021,10,21.1,5000,105500.0,105733.68,Sold,DTD
1027,99,2021-10-04,2021,10,10.0,12000,120000.0,120265.79,Active,HD
1028,188,2021-10-05,2021,10,7.45,6000,44700.0,44799.01,Active,DTD
1029,48,2018-05-17,2018,5,10.0,10000,100000.0,100221.49,Sold,HD
1030,185,2021-10-07,2021,10,80.0,1000,80000.0,80177.19,Sold,DTD
1031,188,2021-10-08,2021,10,7.45,6000,44700.0,44799.01,Active,DTD
1032,156,2021-10-11,2021,10,8.95,10000,89500.0,89698.24,Active,HD
1033,48,2018-05-17,2018,5,10.0,10000,100000.0,100221.49,Sold,HD
1034,162,2021-10-12,2021,10,8.7,12000,104400.0,104631.24,Sold,SHT
1037,170,2021-11-02,2021,11,9.35,10000,93500.0,93707.1,Sold,DOS
1038,177,2021-11-03,2021,11,11.7,10000,117000.0,117259.14,Sold,DOS
1132,192,2022-02-25,2022,2,48.0,1500,72000.0,72159.47,Active,DTD
1040,188,2021-11-04,2021,11,7.45,6000,44700.0,44799.01,Active,DTD
1041,191,2021-11-05,2021,11,3.8,40000,152000.0,152336.66,Sold,DTD
1042,192,2021-11-08,2021,11,44.5,1500,66750.0,66897.84,Sold,HD
1043,84,2021-09-29,2021,9,58.0,2000,116000.0,116256.93,Sold,DTD
1044,193,2021-11-09,2021,11,33.0,4500,148500.0,148828.92,Sold,DOS
1045,194,2021-11-10,2021,11,20.2,7500,151500.0,151835.56,Sold,DTD
1046,195,2021-11-10,2021,11,11.9,9000,107100.0,107337.22,Sold,DTD
1138,185,2022-03-03,2022,3,58.0,1000,58000.0,58128.46,Sold,DTD
1160,43,2022-04-18,2022,4,12.8,13100,167680.0,168051.4,Active,HD
1049,183,2021-08-11,2021,8,39.0,1000,39000.0,39086.38,Sold,DTD
1050,192,2021-11-17,2021,11,43.0,1500,64500.0,64642.87,Sold,HD
1051,80,2021-11-25,2021,11,19.4,5000,97000.0,97214.85,Sold,DTD
1052,164,2021-09-28,2021,9,37.5,1500,56250.0,56374.59,Sold,DTD
1053,103,2021-11-26,2021,11,50.5,2000,101000.0,101223.7,Sold,DTD
1054,164,2021-11-26,2021,11,37.5,1500,56250.0,56374.59,Sold,DTD
1055,185,2021-10-07,2021,10,87.0,2000,174000.0,174385.39,Active,DTD
1056,183,2021-08-11,2021,8,39.0,1000,39000.0,39086.38,Sold,DTD
1057,196,2021-11-29,2021,11,136.88,800,109504.0,109746.54,Sold,DTD
1131,192,2022-02-25,2022,2,48.5,1500,72750.0,72911.13,Active,DTD
1059,118,2021-11-29,2021,11,38.5,3000,115500.0,115755.83,Sold,DTD
1060,197,2021-11-30,2021,11,1.5,10300,15450.0,15484.22,Sold,DTD
1061,198,2021-11-30,2021,11,5.0,20000,100000.0,100221.49,Sold,DTD
1062,196,2021-11-30,2021,11,136.88,800,109504.0,109746.54,Sold,DTD
1064,164,2021-11-26,2021,11,40.5,1500,60750.0,60884.55,Sold,DTD
1065,113,2021-09-28,2021,9,24.5,1500,36750.0,36831.39,Sold,DTD
1139,95,2022-03-03,2022,3,51.25,3000,153750.0,154090.54,Sold,DTD
1067,77,2021-12-07,2021,12,20.5,3000,61500.0,61636.22,Sold,DTD
1068,183,2021-08-11,2021,8,39.0,1000,39000.0,39086.38,Sold,DTD
1069,199,2021-12-08,2021,12,17.6,3000,52800.0,52916.95,Sold,DTD
1070,185,2021-10-07,2021,10,80.0,1000,80000.0,80177.19,Sold,DTD
1071,164,2021-11-26,2021,11,37.5,1500,56250.0,56374.59,Sold,DTD
1072,192,2021-11-08,2021,11,43.0,900,38700.0,38785.72,Sold,DTD
1073,88,2021-12-13,2021,12,29.5,2500,73750.0,73913.35,Sold,HD
1074,196,2021-12-14,2021,12,136.88,800,109504.0,109746.54,Sold,DTD
1075,156,2021-12-14,2021,12,8.95,10000,89500.0,89698.24,Active,HD
1076,185,2021-12-14,2021,12,87.0,2000,174000.0,174385.39,Active,DTD
1078,185,2021-12-15,2021,12,87.0,1000,87000.0,87192.7,Sold,DTD
1079,156,2021-12-16,2021,12,8.95,5100,45645.0,45746.1,Active,HD
1080,156,2021-12-17,2021,12,8.95,4900,43855.0,43952.13,Active,HD
1089,187,2022-01-05,2022,1,20.25,4800,97200.0,97415.28,Sold,DTD
1090,62,2021-09-23,2021,9,11.2,2000,22400.0,22449.62,Sold,DTD
1091,199,2021-12-08,2021,12,11.0,1500,16500.0,16536.55,Sold,DTD
1092,113,2022-01-07,2022,1,30.5,4500,137250.0,137554.0,Active,DTD
1093,199,2021-12-08,2021,12,11.0,1500,16500.0,16536.55,Sold,DTD
1185,167,2022-06-01,2022,6,1.26,100000,126000.0,126279.08,Sold,DTD
1095,199,2021-12-08,2021,12,11.0,1000,11000.0,11024.36,Sold,DTD
1096,199,2022-01-11,2022,1,17.6,3000,52800.0,52916.95,Sold,DTD
1097,164,2022-01-11,2022,1,40.5,4500,182250.0,182653.67,Sold,DTD
1098,113,2022-01-07,2022,1,31.5,1500,47250.0,47354.66,Sold,DTD
1099,176,2022-01-14,2022,1,14.0,10000,140000.0,140310.09,Sold,DOS
1100,192,2022-01-17,2022,1,44.5,1500,66750.0,66897.84,Active,DTD
1101,95,2022-01-17,2022,1,59.25,1600,94800.0,95009.98,Active,DTD
1102,185,2022-01-18,2022,1,81.0,2000,162000.0,162358.81,Active,DTD
1103,86,2022-01-18,2022,1,384.0,300,115200.0,115455.15,Sold,DTD
1121,113,2022-02-15,2022,2,25.5,3000,76500.0,76669.45,Active,DTD
1105,200,2022-01-21,2022,1,2.6,40000,104000.0,104230.35,Sold,DTD
1106,103,2022-01-25,2022,1,50.5,2000,101000.0,101223.7,Sold,DTD
1107,80,2022-01-26,2022,1,19.4,10000,194000.0,194429.69,Sold,DTD
1108,199,2022-01-26,2022,1,17.6,6000,105600.0,105833.89,Sold,DTD
1109,188,2021-09-01,2021,9,7.45,9000,67050.0,67198.51,Sold,DTD
1110,113,2022-02-01,2022,2,30.5,4500,137250.0,137554.0,Active,DTD
1111,198,2021-11-30,2021,11,5.0,10000,50000.0,50110.75,Sold,DTD
1112,178,2022-02-03,2022,2,12.4,20000,248000.0,248549.3,Sold,DOS
1155,31,2022-04-05,2022,4,4.8,15000,72000.0,72159.47,Active,HD
1114,27,2021-07-20,2021,7,42.0,1200,50400.0,50511.63,Sold,DTD
1115,103,2022-01-25,2022,1,50.5,2000,101000.0,101223.7,Sold,DTD
1116,185,2022-02-09,2022,2,67.0,3000,201000.0,201445.19,Active,DTD
